"code","validcode","todel","desc"
"Y19","FALSE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent"
"Y190","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at home"
"Y1900","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at home: in sport activity"
"Y1901","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at home: in leisure activity"
"Y1902","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at home: while work for income"
"Y1903","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at home: in oth type work"
"Y1904","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at home: while resting..."
"Y1908","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at home: in oth spec activity"
"Y1909","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at home: during unspec activity"
"Y191","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at residentl institutn"
"Y1910","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at residentl institutn: in sport activity"
"Y1911","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at residentl institutn: in leisure activity"
"Y1912","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at residentl institutn: while work for income"
"Y1913","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at residentl institutn: in oth type work"
"Y1914","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at residentl institutn: while resting..."
"Y1918","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at residentl institutn: in oth spec activity"
"Y1919","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at residentl institutn: during unspec activity"
"Y192","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at school, other..area"
"Y1920","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at school, other..area: in sport activity"
"Y1921","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at school, other..area: in leisure activity"
"Y1922","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at school, other..area: while work for income"
"Y1923","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at school, other..area: in oth type work"
"Y1924","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at school, other..area: while resting..."
"Y1928","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at school, other..area: in oth spec activity"
"Y1929","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at school, other..area: during unspec activity"
"Y193","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at sport & athlet area"
"Y1930","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at sport & athlet area: in sport activity"
"Y1931","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at sport & athlet area: in leisure activity"
"Y1932","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at sport & athlet area: while work for income"
"Y1933","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at sport & athlet area: in oth type work"
"Y1934","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at sport & athlet area: while resting..."
"Y1938","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at sport & athlet area: in oth spec activity"
"Y1939","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at sport & athlet area: during unspec activity"
"Y194","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at street & highway"
"Y1940","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at street & highway: in sport activity"
"Y1941","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at street & highway: in leisure activity"
"Y1942","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at street & highway: while work for income"
"Y1943","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at street & highway: in oth type work"
"Y1944","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at street & highway: while resting..."
"Y1948","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at street & highway: in oth spec activity"
"Y1949","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at street & highway: during unspec activity"
"Y195","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at trade & service area"
"Y1950","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at trade & service area: in sport activity"
"Y1951","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at trade & service area: in leisure activity"
"Y1952","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at trade & service area: while work for income"
"Y1953","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at trade & service area: in oth type work"
"Y1954","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at trade & service area: while resting..."
"Y1958","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at trade & service area: in oth spec activity"
"Y1959","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at trade & service area: during unspec activity"
"Y196","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at industr & const area"
"Y1960","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at industr & const area: in sport activity"
"Y1961","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at industr & const area: in leisure activity"
"Y1962","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at industr & const area: while work for income"
"Y1963","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at industr & const area: in oth type work"
"Y1964","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at industr & const area: while resting..."
"Y1968","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at industr & const area: in oth spec activity"
"Y1969","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at industr & const area: during unspec activity"
"Y197","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at farm"
"Y1970","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at farm: in sport activity"
"Y1971","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at farm: in leisure activity"
"Y1972","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at farm: while work for income"
"Y1973","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at farm: in oth type work"
"Y1974","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at farm: while resting..."
"Y1978","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at farm: in oth spec activity"
"Y1979","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at farm: during unspec activity"
"Y198","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at other spec places"
"Y1980","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at other spec places: in sport activity"
"Y1981","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at other spec places: in leisure activity"
"Y1982","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at other spec places: while work for income"
"Y1983","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at other spec places: in oth type work"
"Y1984","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at other spec places: while resting..."
"Y1988","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at other spec places: in oth spec activity"
"Y1989","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at other spec places: during unspec activity"
"Y199","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at unspec place"
"Y1990","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at unspec place: in sport activity"
"Y1991","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at unspec place: in leisure activity"
"Y1992","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at unspec place: while work for income"
"Y1993","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at unspec place: in oth type work"
"Y1994","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at unspec place: while resting..."
"Y1998","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at unspec place: in oth spec activity"
"Y1999","TRUE",,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent: at unspec place: during unspec activity"
"Y20","FALSE",,"Hanging, strangulation and suffocation, undetermined intent"
"Y200","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at home"
"Y2000","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at home: in sport activity"
"Y2001","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at home: in leisure activity"
"Y2002","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at home: while work for income"
"Y2003","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at home: in oth type work"
"Y2004","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at home: while resting..."
"Y2008","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at home: in oth spec activity"
"Y2009","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at home: during unspec activity"
"Y201","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at residentl institutn"
"Y2010","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at residentl institutn: in sport activity"
"Y2011","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at residentl institutn: in leisure activity"
"Y2012","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at residentl institutn: while work for income"
"Y2013","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at residentl institutn: in oth type work"
"Y2014","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at residentl institutn: while resting..."
"Y2018","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at residentl institutn: in oth spec activity"
"Y2019","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at residentl institutn: during unspec activity"
"Y202","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at school, other..area"
"Y2020","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at school, other..area: in sport activity"
"Y2021","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at school, other..area: in leisure activity"
"Y2022","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at school, other..area: while work for income"
"Y2023","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at school, other..area: in oth type work"
"Y2024","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at school, other..area: while resting..."
"Y2028","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at school, other..area: in oth spec activity"
"Y2029","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at school, other..area: during unspec activity"
"Y203","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at sport & athlet area"
"Y2030","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at sport & athlet area: in sport activity"
"Y2031","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at sport & athlet area: in leisure activity"
"Y2032","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at sport & athlet area: while work for income"
"Y2033","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at sport & athlet area: in oth type work"
"Y2034","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at sport & athlet area: while resting..."
"Y2038","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at sport & athlet area: in oth spec activity"
"Y2039","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at sport & athlet area: during unspec activity"
"Y204","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at street & highway"
"Y2040","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at street & highway: in sport activity"
"Y2041","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at street & highway: in leisure activity"
"Y2042","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at street & highway: while work for income"
"Y2043","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at street & highway: in oth type work"
"Y2044","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at street & highway: while resting..."
"Y2048","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at street & highway: in oth spec activity"
"Y2049","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at street & highway: during unspec activity"
"Y205","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at trade & service area"
"Y2050","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at trade & service area: in sport activity"
"Y2051","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at trade & service area: in leisure activity"
"Y2052","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at trade & service area: while work for income"
"Y2053","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at trade & service area: in oth type work"
"Y2054","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at trade & service area: while resting..."
"Y2058","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at trade & service area: in oth spec activity"
"Y2059","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at trade & service area: during unspec activity"
"Y206","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at industr & const area"
"Y2060","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at industr & const area: in sport activity"
"Y2061","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at industr & const area: in leisure activity"
"Y2062","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at industr & const area: while work for income"
"Y2063","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at industr & const area: in oth type work"
"Y2064","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at industr & const area: while resting..."
"Y2068","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at industr & const area: in oth spec activity"
"Y2069","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at industr & const area: during unspec activity"
"Y207","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at farm"
"Y2070","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at farm: in sport activity"
"Y2071","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at farm: in leisure activity"
"Y2072","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at farm: while work for income"
"Y2073","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at farm: in oth type work"
"Y2074","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at farm: while resting..."
"Y2078","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at farm: in oth spec activity"
"Y2079","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at farm: during unspec activity"
"Y208","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at other spec places"
"Y2080","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at other spec places: in sport activity"
"Y2081","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at other spec places: in leisure activity"
"Y2082","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at other spec places: while work for income"
"Y2083","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at other spec places: in oth type work"
"Y2084","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at other spec places: while resting..."
"Y2088","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at other spec places: in oth spec activity"
"Y2089","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at other spec places: during unspec activity"
"Y209","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at unspec place"
"Y2090","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at unspec place: in sport activity"
"Y2091","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at unspec place: in leisure activity"
"Y2092","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at unspec place: while work for income"
"Y2093","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at unspec place: in oth type work"
"Y2094","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at unspec place: while resting..."
"Y2098","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at unspec place: in oth spec activity"
"Y2099","TRUE",,"Hanging, strangulation and suffocation, undetermined intent: at unspec place: during unspec activity"
"Y21","FALSE",,"Drowning and submersion, undetermined intent"
"Y210","TRUE",,"Drowning and submersion, undetermined intent: at home"
"Y2100","TRUE",,"Drowning and submersion, undetermined intent: at home: in sport activity"
"Y2101","TRUE",,"Drowning and submersion, undetermined intent: at home: in leisure activity"
"Y2102","TRUE",,"Drowning and submersion, undetermined intent: at home: while work for income"
"Y2103","TRUE",,"Drowning and submersion, undetermined intent: at home: in oth type work"
"Y2104","TRUE",,"Drowning and submersion, undetermined intent: at home: while resting..."
"Y2108","TRUE",,"Drowning and submersion, undetermined intent: at home: in oth spec activity"
"Y2109","TRUE",,"Drowning and submersion, undetermined intent: at home: during unspec activity"
"Y211","TRUE",,"Drowning and submersion, undetermined intent: at residentl institutn"
"Y2110","TRUE",,"Drowning and submersion, undetermined intent: at residentl institutn: in sport activity"
"Y2111","TRUE",,"Drowning and submersion, undetermined intent: at residentl institutn: in leisure activity"
"Y2112","TRUE",,"Drowning and submersion, undetermined intent: at residentl institutn: while work for income"
"Y2113","TRUE",,"Drowning and submersion, undetermined intent: at residentl institutn: in oth type work"
"Y2114","TRUE",,"Drowning and submersion, undetermined intent: at residentl institutn: while resting..."
"Y2118","TRUE",,"Drowning and submersion, undetermined intent: at residentl institutn: in oth spec activity"
"Y2119","TRUE",,"Drowning and submersion, undetermined intent: at residentl institutn: during unspec activity"
"Y212","TRUE",,"Drowning and submersion, undetermined intent: at school, other..area"
"Y2120","TRUE",,"Drowning and submersion, undetermined intent: at school, other..area: in sport activity"
"Y2121","TRUE",,"Drowning and submersion, undetermined intent: at school, other..area: in leisure activity"
"Y2122","TRUE",,"Drowning and submersion, undetermined intent: at school, other..area: while work for income"
"Y2123","TRUE",,"Drowning and submersion, undetermined intent: at school, other..area: in oth type work"
"Y2124","TRUE",,"Drowning and submersion, undetermined intent: at school, other..area: while resting..."
"Y2128","TRUE",,"Drowning and submersion, undetermined intent: at school, other..area: in oth spec activity"
"Y2129","TRUE",,"Drowning and submersion, undetermined intent: at school, other..area: during unspec activity"
"Y213","TRUE",,"Drowning and submersion, undetermined intent: at sport & athlet area"
"Y2130","TRUE",,"Drowning and submersion, undetermined intent: at sport & athlet area: in sport activity"
"Y2131","TRUE",,"Drowning and submersion, undetermined intent: at sport & athlet area: in leisure activity"
"Y2132","TRUE",,"Drowning and submersion, undetermined intent: at sport & athlet area: while work for income"
"Y2133","TRUE",,"Drowning and submersion, undetermined intent: at sport & athlet area: in oth type work"
"Y2134","TRUE",,"Drowning and submersion, undetermined intent: at sport & athlet area: while resting..."
"Y2138","TRUE",,"Drowning and submersion, undetermined intent: at sport & athlet area: in oth spec activity"
"Y2139","TRUE",,"Drowning and submersion, undetermined intent: at sport & athlet area: during unspec activity"
"Y214","TRUE",,"Drowning and submersion, undetermined intent: at street & highway"
"Y2140","TRUE",,"Drowning and submersion, undetermined intent: at street & highway: in sport activity"
"Y2141","TRUE",,"Drowning and submersion, undetermined intent: at street & highway: in leisure activity"
"Y2142","TRUE",,"Drowning and submersion, undetermined intent: at street & highway: while work for income"
"Y2143","TRUE",,"Drowning and submersion, undetermined intent: at street & highway: in oth type work"
"Y2144","TRUE",,"Drowning and submersion, undetermined intent: at street & highway: while resting..."
"Y2148","TRUE",,"Drowning and submersion, undetermined intent: at street & highway: in oth spec activity"
"Y2149","TRUE",,"Drowning and submersion, undetermined intent: at street & highway: during unspec activity"
"Y215","TRUE",,"Drowning and submersion, undetermined intent: at trade & service area"
"Y2150","TRUE",,"Drowning and submersion, undetermined intent: at trade & service area: in sport activity"
"Y2151","TRUE",,"Drowning and submersion, undetermined intent: at trade & service area: in leisure activity"
"Y2152","TRUE",,"Drowning and submersion, undetermined intent: at trade & service area: while work for income"
"Y2153","TRUE",,"Drowning and submersion, undetermined intent: at trade & service area: in oth type work"
"Y2154","TRUE",,"Drowning and submersion, undetermined intent: at trade & service area: while resting..."
"Y2158","TRUE",,"Drowning and submersion, undetermined intent: at trade & service area: in oth spec activity"
"Y2159","TRUE",,"Drowning and submersion, undetermined intent: at trade & service area: during unspec activity"
"Y216","TRUE",,"Drowning and submersion, undetermined intent: at industr & const area"
"Y2160","TRUE",,"Drowning and submersion, undetermined intent: at industr & const area: in sport activity"
"Y2161","TRUE",,"Drowning and submersion, undetermined intent: at industr & const area: in leisure activity"
"Y2162","TRUE",,"Drowning and submersion, undetermined intent: at industr & const area: while work for income"
"Y2163","TRUE",,"Drowning and submersion, undetermined intent: at industr & const area: in oth type work"
"Y2164","TRUE",,"Drowning and submersion, undetermined intent: at industr & const area: while resting..."
"Y2168","TRUE",,"Drowning and submersion, undetermined intent: at industr & const area: in oth spec activity"
"Y2169","TRUE",,"Drowning and submersion, undetermined intent: at industr & const area: during unspec activity"
"Y217","TRUE",,"Drowning and submersion, undetermined intent: at farm"
"Y2170","TRUE",,"Drowning and submersion, undetermined intent: at farm: in sport activity"
"Y2171","TRUE",,"Drowning and submersion, undetermined intent: at farm: in leisure activity"
"Y2172","TRUE",,"Drowning and submersion, undetermined intent: at farm: while work for income"
"Y2173","TRUE",,"Drowning and submersion, undetermined intent: at farm: in oth type work"
"Y2174","TRUE",,"Drowning and submersion, undetermined intent: at farm: while resting..."
"Y2178","TRUE",,"Drowning and submersion, undetermined intent: at farm: in oth spec activity"
"Y2179","TRUE",,"Drowning and submersion, undetermined intent: at farm: during unspec activity"
"Y218","TRUE",,"Drowning and submersion, undetermined intent: at other spec places"
"Y2180","TRUE",,"Drowning and submersion, undetermined intent: at other spec places: in sport activity"
"Y2181","TRUE",,"Drowning and submersion, undetermined intent: at other spec places: in leisure activity"
"Y2182","TRUE",,"Drowning and submersion, undetermined intent: at other spec places: while work for income"
"Y2183","TRUE",,"Drowning and submersion, undetermined intent: at other spec places: in oth type work"
"Y2184","TRUE",,"Drowning and submersion, undetermined intent: at other spec places: while resting..."
"Y2188","TRUE",,"Drowning and submersion, undetermined intent: at other spec places: in oth spec activity"
"Y2189","TRUE",,"Drowning and submersion, undetermined intent: at other spec places: during unspec activity"
"Y219","TRUE",,"Drowning and submersion, undetermined intent: at unspec place"
"Y2190","TRUE",,"Drowning and submersion, undetermined intent: at unspec place: in sport activity"
"Y2191","TRUE",,"Drowning and submersion, undetermined intent: at unspec place: in leisure activity"
"Y2192","TRUE",,"Drowning and submersion, undetermined intent: at unspec place: while work for income"
"Y2193","TRUE",,"Drowning and submersion, undetermined intent: at unspec place: in oth type work"
"Y2194","TRUE",,"Drowning and submersion, undetermined intent: at unspec place: while resting..."
"Y2198","TRUE",,"Drowning and submersion, undetermined intent: at unspec place: in oth spec activity"
"Y2199","TRUE",,"Drowning and submersion, undetermined intent: at unspec place: during unspec activity"
"Y22","FALSE",,"Handgun discharge, undetermined intent"
"Y220","TRUE",,"Handgun discharge, undetermined intent: at home"
"Y2200","TRUE",,"Handgun discharge, undetermined intent: at home: in sport activity"
"Y2201","TRUE",,"Handgun discharge, undetermined intent: at home: in leisure activity"
"Y2202","TRUE",,"Handgun discharge, undetermined intent: at home: while work for income"
"Y2203","TRUE",,"Handgun discharge, undetermined intent: at home: in oth type work"
"Y2204","TRUE",,"Handgun discharge, undetermined intent: at home: while resting..."
"Y2208","TRUE",,"Handgun discharge, undetermined intent: at home: in oth spec activity"
"Y2209","TRUE",,"Handgun discharge, undetermined intent: at home: during unspec activity"
"Y221","TRUE",,"Handgun discharge, undetermined intent: at residentl institutn"
"Y2210","TRUE",,"Handgun discharge, undetermined intent: at residentl institutn: in sport activity"
"Y2211","TRUE",,"Handgun discharge, undetermined intent: at residentl institutn: in leisure activity"
"Y2212","TRUE",,"Handgun discharge, undetermined intent: at residentl institutn: while work for income"
"Y2213","TRUE",,"Handgun discharge, undetermined intent: at residentl institutn: in oth type work"
"Y2214","TRUE",,"Handgun discharge, undetermined intent: at residentl institutn: while resting..."
"Y2218","TRUE",,"Handgun discharge, undetermined intent: at residentl institutn: in oth spec activity"
"Y2219","TRUE",,"Handgun discharge, undetermined intent: at residentl institutn: during unspec activity"
"Y222","TRUE",,"Handgun discharge, undetermined intent: at school, other..area"
"Y2220","TRUE",,"Handgun discharge, undetermined intent: at school, other..area: in sport activity"
"Y2221","TRUE",,"Handgun discharge, undetermined intent: at school, other..area: in leisure activity"
"Y2222","TRUE",,"Handgun discharge, undetermined intent: at school, other..area: while work for income"
"Y2223","TRUE",,"Handgun discharge, undetermined intent: at school, other..area: in oth type work"
"Y2224","TRUE",,"Handgun discharge, undetermined intent: at school, other..area: while resting..."
"Y2228","TRUE",,"Handgun discharge, undetermined intent: at school, other..area: in oth spec activity"
"Y2229","TRUE",,"Handgun discharge, undetermined intent: at school, other..area: during unspec activity"
"Y223","TRUE",,"Handgun discharge, undetermined intent: at sport & athlet area"
"Y2230","TRUE",,"Handgun discharge, undetermined intent: at sport & athlet area: in sport activity"
"Y2231","TRUE",,"Handgun discharge, undetermined intent: at sport & athlet area: in leisure activity"
"Y2232","TRUE",,"Handgun discharge, undetermined intent: at sport & athlet area: while work for income"
"Y2233","TRUE",,"Handgun discharge, undetermined intent: at sport & athlet area: in oth type work"
"Y2234","TRUE",,"Handgun discharge, undetermined intent: at sport & athlet area: while resting..."
"Y2238","TRUE",,"Handgun discharge, undetermined intent: at sport & athlet area: in oth spec activity"
"Y2239","TRUE",,"Handgun discharge, undetermined intent: at sport & athlet area: during unspec activity"
"Y224","TRUE",,"Handgun discharge, undetermined intent: at street & highway"
"Y2240","TRUE",,"Handgun discharge, undetermined intent: at street & highway: in sport activity"
"Y2241","TRUE",,"Handgun discharge, undetermined intent: at street & highway: in leisure activity"
"Y2242","TRUE",,"Handgun discharge, undetermined intent: at street & highway: while work for income"
"Y2243","TRUE",,"Handgun discharge, undetermined intent: at street & highway: in oth type work"
"Y2244","TRUE",,"Handgun discharge, undetermined intent: at street & highway: while resting..."
"Y2248","TRUE",,"Handgun discharge, undetermined intent: at street & highway: in oth spec activity"
"Y2249","TRUE",,"Handgun discharge, undetermined intent: at street & highway: during unspec activity"
"Y225","TRUE",,"Handgun discharge, undetermined intent: at trade & service area"
"Y2250","TRUE",,"Handgun discharge, undetermined intent: at trade & service area: in sport activity"
"Y2251","TRUE",,"Handgun discharge, undetermined intent: at trade & service area: in leisure activity"
"Y2252","TRUE",,"Handgun discharge, undetermined intent: at trade & service area: while work for income"
"Y2253","TRUE",,"Handgun discharge, undetermined intent: at trade & service area: in oth type work"
