"code","validcode","todel","desc"
"Q848","TRUE",,"Other specified congenital malformations of integument"
"Q849","TRUE",,"Congenital malformation of integument, unspecified"
"Q85","FALSE",,"Phakomatoses, not elsewhere classified"
"Q850","TRUE",,"Neurofibromatosis (nonmalignant)"
"Q851","TRUE",,"Tuberous sclerosis"
"Q858","TRUE",,"Other phakomatoses, not elsewhere classified"
"Q8580","TRUE",,"Peutz-Jeghers syndrome (TM)"
"Q8581","TRUE",,"Struge-Weber (-Dimitri) syndrome (TM)"
"Q8588","TRUE",,"Other specified phakomatoses (TM)"
"Q859","TRUE",,"Phakomatosis, unspecified"
"Q86","FALSE",,"Congenital malformation syndromes due to known exogenous causes, not elsewhere classified"
"Q860","TRUE",,"Fetal alcohol syndrome (dysmorphic)"
"Q861","TRUE",,"Fetal hydantoin syndrome"
"Q862","TRUE",,"Dysmorphism due to Warfarin"
"Q868","TRUE",,"Other congenital malformation syndromes due to known exogenous causes"
"Q87","FALSE",,"Other specified congenital malformation syndromes affecting multiple systems"
"Q870","TRUE",,"Congenital malformation syndromes predominantly affecting facial appearance"
"Q8700","TRUE",,"Acrocephalosyndactyly [Apert] (TM)"
"Q8701","TRUE",,"Golddnhar’s syndrome (TM)"
"Q8702","TRUE",,"Moebius’ syndrome (TM)"
"Q8703","TRUE",,"Oro-facial-digital syndrome (TM)"
"Q8704","TRUE",,"Treacher Collins syndrome (TM)"
"Q8705","TRUE",,"Robin’s syndrome (TM)"
"Q8708","TRUE",,"Other congenital malformation syndrome predominantly affecting facial appearance (TM)"
"Q871","TRUE",,"Congenital malformation syndromes predominantly associated with short stature"
"Q872","TRUE",,"Congenital malformation syndromes predominantly involving limbs"
"Q873","TRUE",,"Congenital malformation syndromes involving early overgrowth"
"Q874","TRUE",,"Marfan's syndrome"
"Q875","TRUE",,"Other congenital malformation syndromes with other skeletal changes"
"Q878","TRUE",,"Other specified congenital malformation syndromes, not elsewhere classified"
"Q89","FALSE",,"Other congenital malformations, not elsewhere classified"
"Q890","TRUE",,"Congenital malformations of spleen"
"Q891","TRUE",,"Congenital malformations of adrenal gland"
"Q892","TRUE",,"Congenital malformations of other endocrine glands"
"Q8920","TRUE",,"Persistent thyroglossal or thyrolingual duct (TM)"
"Q8921","TRUE",,"Thyroglossal cyst (TM)"
"Q8922","TRUE",,"Thyroglossal fistula (TM)"
"Q8923","TRUE",,"Lingual thyroid (TM)"
"Q8928","TRUE",,"Congenital malformations of other endocrine glands (TM)"
"Q893","TRUE",,"Situs inversus"
"Q894","TRUE",,"Conjoined twins"
"Q897","TRUE",,"Multiple congenital malformations, not elsewhere classified"
"Q898","TRUE",,"Other specified congenital malformations"
"Q899","TRUE",,"Congenital malformation, unspecified"
"Q90","FALSE",,"Down's syndrome"
"Q900","TRUE",,"Trisomy 21, meiotic nondisjunction"
"Q901","TRUE",,"Trisomy 21, mosaicism (mitotic nondisjunction)"
"Q902","TRUE",,"Trisomy 21, translocation"
"Q909","TRUE",,"Down's syndrome, unspecified"
"Q91","FALSE",,"Edwards' syndrome and Patau's syndrome"
"Q910","TRUE",,"Trisomy 18, meiotic nondisjunction"
"Q911","TRUE",,"Trisomy 18, mosaicism (mitotic nondisjunction)"
"Q912","TRUE",,"Trisomy 18, translocation"
"Q913","TRUE",,"Edwards' syndrome, unspecified"
"Q914","TRUE",,"Trisomy 13, meiotic nondisjunction"
"Q915","TRUE",,"Trisomy 13, mosaicism (mitotic nondisjunction)"
"Q916","TRUE",,"Trisomy 13, translocation"
"Q917","TRUE",,"Patau's syndrome, unspecified"
"Q92","FALSE",,"Other trisomies and partial trisomies of the autosomes, not elsewhere classified"
"Q920","TRUE",,"Whole chromosome trisomy, meiotic nondisjunction"
"Q921","TRUE",,"Whole chromosome trisomy, mosaicism (mitotic nondisjunction)"
"Q922","TRUE",,"Major partial trisomy"
"Q923","TRUE",,"Minor partial trisomy"
"Q924","TRUE",,"Duplications seen only at prometaphase"
"Q925","TRUE",,"Duplications with other complex rearrangements"
"Q926","TRUE",,"Extra marker chromosomes"
"Q927","TRUE",,"Triploidy and polyploidy"
"Q928","TRUE",,"Other specified trisomies and partial trisomies of autosomes"
"Q929","TRUE",,"Trisomy and partial trisomy of autosomes, unspecified"
"Q93","FALSE",,"Monosomies and deletions from the autosomes, not elsewhere classified"
"Q930","TRUE",,"Whole chromosome monosomy, meiotic nondisjunction"
"Q931","TRUE",,"Whole chromosome monosomy, mosaicism (mitotic nondisjunction)"
"Q932","TRUE",,"Chromosome replaced with ring or dicentric"
"Q933","TRUE",,"Deletion of short arm of chromosome 4 (Wolf-Hirchorn syndrome)"
"Q934","TRUE",,"Deletion of short arm of chromosome 5 (Cri-du-chat syndrome)"
"Q935","TRUE",,"Other deletions of part of a chromosome"
"Q936","TRUE",,"Deletions seen only at prometaphase"
"Q937","TRUE",,"Deletions with other complex rearrangements"
"Q938","TRUE",,"Other deletions from the autosomes"
"Q939","TRUE",,"Deletion from autosomes, unspecified"
"Q95","FALSE",,"Balanced rearrangements and structural markers, not elsewhere classified"
"Q950","TRUE",,"Balanced translocation and insertion in normal individual"
"Q951","TRUE",,"Chromosome inversion in normal individual"
"Q952","TRUE",,"Balanced autosomal rearrangement in abnormal individual"
"Q953","TRUE",,"Balanced sex/autosomal rearrangement in abnormal individual"
"Q954","TRUE",,"Individuals with marker heterochromatin"
"Q955","TRUE",,"Individuals with autosomal fragile site"
"Q958","TRUE",,"Other balanced rearrangements and structural markers"
"Q959","TRUE",,"Balanced rearrangement and structural marker, unspecified"
"Q96","FALSE",,"Turner's syndrome"
"Q960","TRUE",,"Karyotype 45,X"
"Q961","TRUE",,"Karyotype 46,X iso (Xq)"
"Q962","TRUE",,"Karyotype 46,X with abnormal sex chromosome, except iso (Xq)"
"Q963","TRUE",,"Mosaicism, 45,X/46,XX or XY"
"Q964","TRUE",,"Mosaicism, 45,X/other cell line(s) with abnormal sex chromosome"
"Q968","TRUE",,"Other variants of Turner's syndrome"
"Q969","TRUE",,"Turner's syndrome, unspecified"
"Q97","FALSE",,"Other sex chromosome abnormalities, female phenotype, not elsewhere classified"
"Q970","TRUE",,"Karyotype 47,XXX"
"Q971","TRUE",,"Female with more than three X chromosomes"
"Q972","TRUE",,"Mosaicism, lines with various numbers of X chromosomes"
"Q973","TRUE",,"Female with 46,XY karyotype"
"Q978","TRUE",,"Other specified sex chromosome abnormalities, female phenotype"
"Q979","TRUE",,"Sex chromosome abnormality, female phenotype, unspecified"
"Q98","FALSE",,"Other sex chromosome abnormalities, male phenotype, not elsewhere classified"
"Q980","TRUE",,"Klinefelter's syndrome karyotype 47,XXY"
"Q981","TRUE",,"Klinefelter's syndrome, male with more than two X chromosomes"
"Q982","TRUE",,"Klinefelter's syndrome, male with 46,XX karyotype"
"Q983","TRUE",,"Other male with 46,XX karyotype"
"Q984","TRUE",,"Klinefelter's syndrome, unspecified"
"Q985","TRUE",,"Karyotype 47,XYY"
"Q986","TRUE",,"Male with structurally abnormal sex chromosome"
"Q987","TRUE",,"Male with sex chromosome mosaicism"
"Q988","TRUE",,"Other specified sex chromosome abnormalities, male phenotype"
"Q989","TRUE",,"Sex chromosome abnormality, male phenotype, unspecified"
"Q99","FALSE",,"Other chromosome abnormalities, not elsewhere classified"
"Q990","TRUE",,"Chimera 46,XX/46,XY"
"Q991","TRUE",,"46,XX true hermaphrodite"
"Q992","TRUE",,"Fragile X chromosome"
"Q998","TRUE",,"Other specified chromosome abnormalities"
"Q999","TRUE",,"Chromosomal abnormality, unspecified"
"R00","FALSE",,"Abnormalities of heart beat"
"R000","TRUE",,"Tachycardia, unspecified"
"R001","TRUE",,"Bradycardia, unspecified"
"R002","TRUE",,"Palpitations"
"R008","TRUE",,"Other and unspecified abnormalities of heart beat"
"R01","FALSE",,"Cardiac murmurs and other cardiac sounds"
"R010","TRUE",,"Benign and innocent cardiac murmurs"
"R011","TRUE",,"Cardiac murmur, unspecified"
"R012","TRUE",,"Other cardiac sounds"
"R02","TRUE",,"Gangrene, not elsewhere classified"
"R03","FALSE",,"Abnormal blood-pressure reading, without diagnosis"
"R030","TRUE",,"Elevated blood pressure reading without diagnosis of hypertension"
"R031","TRUE",,"Nonspecific low blood pressure reading"
"R04","FALSE",,"Haemorrhage from respiratory passages"
"R040","TRUE",,"Epistaxis"
"R041","TRUE",,"Haemorrhage from throat"
"R042","TRUE",,"Haemoptysis"
"R048","TRUE",,"Haemorrhage from other sites in respiratory passages"
"R049","TRUE",,"Haemorrhage from respiratory passages, unspecified"
"R05","TRUE",,"Cough"
"R06","FALSE",,"Abnormalities of breathing"
"R060","TRUE",,"Dyspnoea"
"R061","TRUE",,"Stridor"
"R062","TRUE",,"Wheezing"
"R063","TRUE",,"Periodic breathing"
"R064","TRUE",,"Hyperventilation"
"R065","TRUE",,"Mouth breathing"
"R066","TRUE",,"Hiccough"
"R067","TRUE",,"Sneezing"
"R068","TRUE",,"Other and unspecified abnormalities of breathing"
"R07","FALSE",,"Pain in throat and chest"
"R070","TRUE",,"Pain in throat"
"R071","TRUE",,"Chest pain on breathing"
"R072","TRUE",,"Precordial pain"
"R073","TRUE",,"Other chest pain"
"R074","TRUE",,"Chest pain, unspecified"
"R09","FALSE",,"Other symptoms and signs involving the circulatory and respiratory systems"
"R090","TRUE",,"Asphyxia"
"R091","TRUE",,"Pleurisy"
"R092","TRUE",,"Respiratory arrest"
"R093","TRUE",,"Abnormal sputum"
"R098","TRUE",,"Other specified symptoms and sign involving circulatry and respiratory systems"
"R10","FALSE",,"Abdominal and pelvic pain"
"R100","TRUE",,"Acute abdomen"
"R101","TRUE",,"Pain localized to upper abdomen"
"R102","TRUE",,"Pelvic and perineal pain"
"R103","TRUE",,"Pain localized to other parts of lower abdomen"
"R104","TRUE",,"Other and unspecified abdominal pain"
"R1040","TRUE",,"Idiopathic recurrent abdominal pain of childhood (TM)"
"R1048","TRUE",,"Other abdominal pain (TM)"
"R1049","TRUE",,"Abdominal pain, unspecified (TM)"
"R11","TRUE",,"Nausea and vomiting"
"R110","TRUE",,"Cyclic vomiting (TM)"
"R119","TRUE",,"Nausea and vomiting, unspecified (TM)"
"R12","TRUE",,"Heartburn"
"R13","TRUE",,"Dysphagia"
"R14","TRUE",,"Flatulence and related conditions"
"R15","TRUE",,"Faecal incontinence"
"R16","FALSE",,"Hepatomegaly and splenomegaly, not elsewhere classified"
"R160","TRUE",,"Hepatomegaly, not elsewhere classified"
"R161","TRUE",,"Splenomegaly, not elsewhere classified"
"R162","TRUE",,"Hepatomegaly with splenomegaly, not elsewhere classified"
"R17","TRUE",,"Unspecified jaundice"
"R170","TRUE",,"Cholestatic jaundice (TM)"
"R171","TRUE",,"Obstructive jaundice (TM)"
"R178","TRUE",,"Other jaundice (TM)"
"R179","TRUE",,"Jaundice, unspecified (TM)"
"R18","TRUE",,"Ascites"
"R19","FALSE",,"Other symptoms and signs involving the digestive system and abdomen"
"R190","TRUE",,"Intra-abdominal and pelvic swelling, mass and lump"
"R191","TRUE",,"Abnormal bowel sounds"
"R192","TRUE",,"Visible peristalsis"
"R193","TRUE",,"Abdominal rigidity"
"R194","TRUE",,"Change in bowel habit"
"R195","TRUE",,"Other faecal abnormalities"
"R196","TRUE",,"Halitosis"
"R198","TRUE",,"Other specified symptoms and signs involving the digestive system and abdomen"
"R20","FALSE",,"Disturbances of skin sensation"
"R200","TRUE",,"Anaesthesia of skin"
"R201","TRUE",,"Hypoaesthesia of skin"
"R202","TRUE",,"Paraesthesia of skin"
"R203","TRUE",,"Hyperaesthesia"
"R208","TRUE",,"Other and unspecified disturbances of skin sensation"
"R21","TRUE",,"Rash and other nonspecific skin eruption"
"R22","FALSE",,"Localized swelling, mass and lump of skin and subcutaneous tissue"
"R220","TRUE",,"Localized swelling, mass and lump, head"
"R221","TRUE",,"Localized swelling, mass and lump, neck"
"R222","TRUE",,"Localized swelling, mass and lump, trunk"
"R223","TRUE",,"Localized swelling, mass and lump, upper limb"
"R224","TRUE",,"Localized swelling, mass and lump, lower limb"
"R227","TRUE",,"Localized swelling, mass and lump, multiple sites"
"R229","TRUE",,"Localized swelling, mass and lump, unspecified"
"R23","FALSE",,"Other skin changes"
"R230","TRUE",,"Cyanosis"
"R231","TRUE",,"Pallor"
"R232","TRUE",,"Flushing"
"R233","TRUE",,"Spontaneous ecchymoses"
"R234","TRUE",,"Changes in skin texture"
"R238","TRUE",,"Other and unspecified skin changes"
"R25","FALSE",,"Abnormal involuntary movements"
"R250","TRUE",,"Abnormal head movements"
"R251","TRUE",,"Tremor, unspecified"
"R252","TRUE",,"Cramp and spasm"
"R253","TRUE",,"Fasciculation"
"R258","TRUE",,"Other and unspecified abnormal involuntary movements"
"R26","FALSE",,"Abnormalities of gait and mobility"
"R260","TRUE",,"Ataxic gait"
"R261","TRUE",,"Paralytic gait"
"R262","TRUE",,"Difficulty in walking, not elsewhere classified"
"R263","TRUE",,"Immobility"
"R268","TRUE",,"Other and unspecified abnormalities of gait and mobility"
"R27","FALSE",,"Other lack of coordination"
"R270","TRUE",,"Ataxia, unspecified"
"R278","TRUE",,"Other and unspecified lack of coordination"
"R29","FALSE",,"Other symptoms and signs involving the nervous and musculoskeletal systems"
"R290","TRUE",,"Tetany"
"R291","TRUE",,"Meningismus"
"R292","TRUE",,"Abnormal reflex"
"R293","TRUE",,"Abnormal posture"
"R294","TRUE",,"Clicking hip"
"R296","TRUE",,"Tendency to fall, not elsewhere classified"
"R298","TRUE",,"Other and unspecified symptoms and signs involving the nervous and musculoskeletal systems"
"R30","FALSE",,"Pain associated with micturition"
"R300","TRUE",,"Dysuria"
"R301","TRUE",,"Vesical tenesmus"
"R309","TRUE",,"Painful micturition, unspecified"
"R31","TRUE",,"Unspecified haematuria"
"R32","TRUE",,"Unspecified urinary incontinence"
"R33","TRUE",,"Retention of urine"
"R34","TRUE",,"Anuria and oliguria"
"R35","TRUE",,"Polyuria"
"R36","TRUE",,"Urethral discharge"
"R39","FALSE",,"Other symptoms and signs involving the urinary system"
"R390","TRUE",,"Extravasation of urine"
"R391","TRUE",,"Other difficulties with micturition"
"R392","TRUE",,"Extrarenal uraemia"
"R398","TRUE",,"Other and unspecified symptoms and signs involving the urinary system"
"R40","FALSE",,"Somnolence, stupor and coma"
"R400","TRUE",,"Somnolence"
"R401","TRUE",,"Stupor"
"R402","TRUE",,"Coma, unspecified"
"R409","TRUE",,"Alteration of consciousness, unspecified (TM)"
"R41","FALSE",,"Other symptoms and signs involving cognitive functions and awareness"
"R410","TRUE",,"Disorientation, unspecified"
"R411","TRUE",,"Anterograde amnesia"
"R412","TRUE",,"Retrograde amnesia"
"R413","TRUE",,"Other amnesia"
"R418","TRUE",,"Other and unspecified symptoms and signs involving cognitive functions and awareness"
"R42","TRUE",,"Dizziness and giddiness"
"R43","FALSE",,"Disturbances of smell and taste"
"R430","TRUE",,"Anosmia"
"R431","TRUE",,"Parosmia"
"R432","TRUE",,"Parageusia"
"R438","TRUE",,"Other and unspecified disturbances of smell and taste"
"R44","FALSE",,"Other symptoms and signs involving general sensations and perceptions"
"R440","TRUE",,"Auditory hallucinations"
"R441","TRUE",,"Visual hallucinations"
"R442","TRUE",,"Other hallucinations"
"R443","TRUE",,"Hallucinations, unspecified"
"R448","TRUE",,"Other and unspecified symptoms and signs involving general sensations and perceptions"
"R45","FALSE",,"Symptoms and signs involving emotional state"
"R450","TRUE",,"Nervousness"
"R451","TRUE",,"Restlessness and agitation"
"R452","TRUE",,"Unhappiness"
"R453","TRUE",,"Demoralization and apathy"
"R454","TRUE",,"Irritability and anger"
"R455","TRUE",,"Hostility"
"R456","TRUE",,"Physical violence"
"R457","TRUE",,"State of emotional shock and stress, unspecified"
"R458","TRUE",,"Other symptoms and signs involving emotional state"
"R46","FALSE",,"Symptoms and signs involving appearance and behaviour"
"R460","TRUE",,"Very low level of personal hygiene"
"R461","TRUE",,"Bizarre personal appearance"
"R462","TRUE",,"Strange and inexplicable behaviour"
"R463","TRUE",,"Overactivity"
"R464","TRUE",,"Slowness and poor responsiveness"
"R465","TRUE",,"Suspiciousness and marked evasiveness"
"R466","TRUE",,"Undue concern and preoccupation with stressful events"
"R467","TRUE",,"Verbosity and circumstantial detail obscuring reason for contact"
"R468","TRUE",,"Other symptoms and signs involving appearance and behaviour"
"R47","FALSE",,"Speech disturbances, not elsewhere classified"
"R470","TRUE",,"Dysphasia and aphasia"
"R471","TRUE",,"Dysarthria and anarthria"
"R478","TRUE",,"Other and unspecified speech disturbances"
"R48","FALSE",,"Dyslexia and other symbolic dysfunctions, not elsewhere classified"
"R480","TRUE",,"Dyslexia and alexia"
"R481","TRUE",,"Agnosia"
"R482","TRUE",,"Apraxia"
"R488","TRUE",,"Other and unspecified symbolic dysfunctions"
"R49","FALSE",,"Voice disturbances"
"R490","TRUE",,"Dysphonia"
"R491","TRUE",,"Aphonia"
"R492","TRUE",,"Hypernasality and hyponasality"
"R498","TRUE",,"Other and unspecified voice disturbances"
"R50","FALSE",,"Fever of unknown origin"
"R500","FALSE",,"Fever with chills"
"R501","FALSE",,"Persistent fever"
"R502","TRUE",,"Drug-induced fever"
"R508","TRUE",,"Other specified fever"
"R509","TRUE",,"Fever, unspecified"
"R51","TRUE",,"Headache"
"R510","TRUE",,"Headache, unspecified (TM)"
"R511","TRUE",,"Facial pain, unspecified (TM)"
"R52","FALSE",,"Pain, not elsewhere classified"
"R520","TRUE",,"Acute pain"
"R521","TRUE",,"Chronic intractable pain"
"R522","TRUE",,"Other chronic pain"
"R529","TRUE",,"Pain, unspecified"
"R53","TRUE",,"Malaise and fatigue"
"R54","TRUE",,"Senility"
"R55","TRUE",,"Syncope and collapse"
"R56","FALSE",,"Convulsions, not elsewhere classified"
"R560","TRUE",,"Febrile convulsions"
"R568","TRUE",,"Other and unspecified convulsions"
"R57","FALSE",,"Shock, not elsewhere classified"
"R570","TRUE",,"Cardiogenic shock"
"R571","TRUE",,"Hypovolaemic shock"
"R572","TRUE",,"Septic shock"
"R578","TRUE",,"Other shock"
"R579","TRUE",,"Shock, unspecified"
"R58","TRUE",,"Haemorrhage, not elsewhere classified"
"R59","FALSE",,"Enlarged lymph nodes"
"R590","TRUE",,"Localized enlarged lymph nodes"
"R591","TRUE",,"Generalized enlarged lymph nodes"
"R599","TRUE",,"Enlarged lymph nodes, unspecified"
"R60","FALSE",,"Oedema, not elsewhere classified"
"R600","TRUE",,"Localized oedema"
"R601","TRUE",,"Generalized oedema"
"R609","TRUE",,"Oedema, unspecified"
"R61","FALSE",,"Hyperhidrosis"
"R610","TRUE",,"Localized hyperhidrosis"
"R611","TRUE",,"Generalized hyperhidrosis"
"R619","TRUE",,"Hyperhidrosis, unspecified"
"R62","FALSE",,"Lack of expected normal physiological development"
"R620","TRUE",,"Delayed milestone"
"R628","TRUE",,"Other lack of expected normal physiological development"
"R629","TRUE",,"Lack of expected normal physiological development, unspecified"
"R63","FALSE",,"Symptoms and signs concerning food and fluid intake"
"R630","TRUE",,"Anorexia"
"R631","TRUE",,"Polydipsia"
"R632","TRUE",,"Polyphagia"
"R633","TRUE",,"Feeding difficulties and mismanagement"
"R634","TRUE",,"Abnormal weight loss"
"R635","TRUE",,"Abnormal weight gain"
"R636","TRUE",,"Insufficient intake of food and water due to self neglect"
"R638","TRUE",,"Other symptoms and signs concerning food and fluid intake"
"R64","TRUE",,"Cachexia"
"R650","TRUE",,"Systemic Inflammatory Response Syndrome of infectious origin without organ failure"
"R651","TRUE",,"Systemic Inflammatory Response Syndrome of infectious origin with organ failure"
"R652","TRUE",,"Systemic Inflammatory Response Syndrome of non- infectious origin without organ failure"
"R653","TRUE",,"Systemic Inflammatory Response Syndrome of non- infectious origin with organ failure"
"R659","TRUE",,"Systemic Inflammatory Response Syndrome, unspecified"
"R68","FALSE",,"Other general symptoms and signs"
"R680","TRUE",,"Hypothermia, not associated with low environmental temperature"
"R681","TRUE",,"Nonspecific symptoms peculiar to infancy"
"R682","TRUE",,"Dry mouth, unspecified"
"R683","TRUE",,"Clubbing of fingers"
"R688","TRUE",,"Other specified general symptoms and signs"
"R69","TRUE",,"Unknown and unspecified causes of morbidity"
"R70","FALSE",,"Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity"
"R700","TRUE",,"Elevated erythrocyte sedimentation rate"
"R701","TRUE",,"Abnormal plasma viscosity"
"R71","TRUE",,"Abnormality of red blood cells"
"R72","TRUE",,"Abnormality of white blood cells, not elsewhere classified"
"R73","FALSE",,"Elevated blood glucose level"
"R730","TRUE",,"Abnormal glucose tolerance test"
"R731","TRUE",,"Impaired fasting glucose (TM)"
"R739","TRUE",,"Hyperglycaemia, unspecified"
"R74","FALSE",,"Abnormal serum enzyme levels"
"R740","TRUE",,"Elevation of levels of transaminase and lactic acid dehydrogenase [LDH]"
"R748","TRUE",,"Abnormal levels of other serum enzymes"
"R749","TRUE",,"Abnormal level of unspecified serum enzyme"
"R75","TRUE",,"Laboratory evidence of human immunodeficiency virus [HIV]"
"R76","FALSE",,"Other abnormal immunological findings in serum"
"R760","TRUE",,"Raised antibody titre"
"R761","TRUE",,"Abnormal reaction to tuberculin test"
"R762","TRUE",,"False positive serological test for syphilis"
"R768","TRUE",,"Other specified abnormal immunological findings in serum"
"R769","TRUE",,"Abnormal immunological finding in serum, unspecified"
"R77","FALSE",,"Other abnormalities of plasma proteins"
"R770","TRUE",,"Abnormality of albumin"
"R771","TRUE",,"Abnormality of globulin"
"R772","TRUE",,"Abnormality of alphafetoprotein"
"R778","TRUE",,"Other specified abnormalities of plasma proteins"
"R779","TRUE",,"Abnormality of plasma protein, unspecified"
"R78","FALSE",,"Findings of drugs and other substances, not normally found in blood"
"R780","TRUE",,"Finding of alcohol in blood"
"R781","TRUE",,"Finding of opiate drug in blood"
"R782","TRUE",,"Finding of cocaine in blood"
"R783","TRUE",,"Finding of hallucinogen in blood"
"R784","TRUE",,"Finding of other drugs of addictive potential in blood"
"R785","TRUE",,"Finding of psychotropic drug in blood"
"R786","TRUE",,"Finding of steroid agent in blood"
"R787","TRUE",,"Finding of abnormal level of heavy metals in blood"
"R788","TRUE",,"Finding of other specified substances, not normally found in blood"
"R789","TRUE",,"Finding of unspecified substance, not normally found in blood"
"R79","FALSE",,"Other abnormal findings of blood chemistry"
"R790","TRUE",,"Abnormal level of blood mineral"
"R798","TRUE",,"Other specified abnormal findings of blood chemistry"
"R799","TRUE",,"Abnormal finding of blood chemistry, unspecified"
"R80","TRUE",,"Isolated proteinuria"
"R81","TRUE",,"Glycosuria"
"R82","FALSE",,"Other abnormal findings in urine"
"R820","TRUE",,"Chyluria"
"R821","TRUE",,"Myoglobinuria"
"R822","TRUE",,"Biliuria"
"R823","TRUE",,"Haemoglobinuria"
"R824","TRUE",,"Acetonuria"
"R825","TRUE",,"Elevated urine levels of drugs, medicaments and biological substances"
"R826","TRUE",,"Abnormal urine levels of substances chiefly nonmedicinal as to source"
"R827","TRUE",,"Abnormal findings on microbiological examination of urine"
"R828","TRUE",,"Abnormal findings on cytological and histological examination of urine"
"R829","TRUE",,"Other and unspecified abnormal findings in urine"
"R83","FALSE",,"Abnormal findings in cerebrospinal fluid"
"R830","TRUE",,"Abnormal findings in cerebrospinal fluid: level of enzymes"
"R831","TRUE",,"Abnormal findings in cerebrospinal fluid: level of hormones"
"R832","TRUE",,"Abnormal findings in cerebrospinal fluid: level of other drugs, medicaments and biological substances"
"R833","TRUE",,"Abnormal findings in cerebrospinal fluid: level of substances chiefly nonmedicinal as to source"
"R834","TRUE",,"Abnormal findings in cerebrospinal fluid: immunological findings"
"R835","TRUE",,"Abnormal findings in cerebrospinal fluid: microbiological findings"
"R836","TRUE",,"Abnormal findings in cerebrospinal fluid: cytological findings"
"R837","TRUE",,"Abnormal findings in cerebrospinal fluid: histological findings"
"R838","TRUE",,"Abnormal findings in cerebrospinal fluid: other abnormal findings"
"R839","TRUE",,"Abnormal findings in cerebrospinal fluid: unspecified abnormal findings"
"R84","FALSE",,"Abnormal findings in specimens from respiratory organs and thorax"
"R840","TRUE",,"Abnormal findings in specimens from respiratory organs and thorax: level of enzymes"
"R841","TRUE",,"Abnormal findings in specimens from respiratory organs and thorax: level of hormones"
"R842","TRUE",,"Abnormal findings in specimens from respiratory organs and thorax: level of other drugs, medicaments and biological substances"
"R843","TRUE",,"Abnormal findings in specimens from respiratory organs and thorax: level of substances chiefly nonmedicinal as to source"
"R844","TRUE",,"Abnormal findings in specimens from respiratory organs and thorax: immunological findings"
"R845","TRUE",,"Abnormal findings in specimens from respiratory organs and thorax: microbiological findings"
"R846","TRUE",,"Abnormal findings in specimens from respiratory organs and thorax: cytological findings"
"R847","TRUE",,"Abnormal findings in specimens from respiratory organs and thorax: histological findings"
"R848","TRUE",,"Abnormal findings in specimens from respiratory organs and thorax: other abnormal findings"
"R849","TRUE",,"Abnormal findings in specimens from respiratory organs and thorax: unspecified abnormal findings"
"R85","FALSE",,"Abnormal findings in specimens from digestive organs and abdominal cavity"
"R850","TRUE",,"Abnormal findings in specimens from digestive organs and abdominal cavity: level of enzymes"
"R851","TRUE",,"Abnormal findings in specimens from digestive organs and abdominal cavity: level of hormones"
"R852","TRUE",,"Abnormal findings in specimens from digestive organs and abdominal cavity: level of other drugs, medicaments and biological substances"
"R853","TRUE",,"Abnormal findings in specimens from digestive organs and abdominal cavity: level of substances chiefly nonmedicinal as to source"
"R854","TRUE",,"Abnormal findings in specimens from digestive organs and abdominal cavity: immunological findings"
"R855","TRUE",,"Abnormal findings in specimens from digestive organs and abdominal cavity: microbiological findings"
"R856","TRUE",,"Abnormal findings in specimens from digestive organs and abdominal cavity: cytological findings"
"R857","TRUE",,"Abnormal findings in specimens from digestive organs and abdominal cavity: histological findings"
"R858","TRUE",,"Abnormal findings in specimens from digestive organs and abdominal cavity: other abnormal findings"
"R859","TRUE",,"Abnormal findings in specimens from digestive organs and abdominal cavity: unspecified abnormal findings"
"R86","FALSE",,"Abnormal findings in specimens from male genital organs"
"R860","TRUE",,"Abnormal findings in specimens from male genital organs: level of enzymes"
"R861","TRUE",,"Abnormal findings in specimens from male genital organs: level of hormones"
"R862","TRUE",,"Abnormal findings in specimens from male genital organs: level of other drugs, medicaments and biological substances"
"R863","TRUE",,"Abnormal findings in specimens from male genital organs: level of substances chiefly nonmedicinal as to source"
"R864","TRUE",,"Abnormal findings in specimens from male genital organs: immunological findings"
"R865","TRUE",,"Abnormal findings in specimens from male genital organs: microbiological findings"
"R866","TRUE",,"Abnormal findings in specimens from male genital organs: cytological findings"
"R867","TRUE",,"Abnormal findings in specimens from male genital organs: histological findings"
"R868","TRUE",,"Abnormal findings in specimens from male genital organs: other abnormal findings"
"R869","TRUE",,"Abnormal findings in specimens from male genital organs: unspecified abnormal findings"
"R87","FALSE",,"Abnormal finding in specimen from female genital organ"
"R870","TRUE",,"Abnormal findings in specimens from female genital organs: level of enzymes"
"R871","TRUE",,"Abnormal findings in specimens from female genital organs: level of hormones"
"R872","TRUE",,"Abnormal findings in specimens from female genital organs: level of other drugs, medicaments and biological substances"
"R873","TRUE",,"Abnormal findings in specimens from female genital organs: level of substances chiefly nonmedicinal as to source"
"R874","TRUE",,"Abnormal findings in specimens from female genital organs: immunological findings"
"R875","TRUE",,"Abnormal findings in specimens from female genital organs: microbiological findings"
"R876","TRUE",,"Abnormal findings in specimens from female genital organs: cytological findings"
"R8760","TRUE",,"Atypical squamous cells [ASC] (TM)"
"R8761","TRUE",,"Low-grade squamous intraepithelial lesion [LSIL] (TM)"
"R8762","TRUE",,"High-grade squamous intraepithelial lesion [HSIL] (TM)"
"R8763","TRUE",,"Atypical glandular cells [AGC] (TM)"
"R8768","TRUE",,"Other abnormal cytologic finding in specimens from female genital organs (TM)"
