raw_code,mapped_code
J1893,J189
C19T3,_
A099,A099
99460,_
I639,I639
C19T1,_
S0600,S0600
N10,N10
J1892,J189
A970,_
E116,E116
G510,G510
C19T2,_
E878,E878
A419,A419
J1802,J180
P599,P599
G919,G919
N390,N390
A060,A060
N459,N459
I219,I219
N189,N189
A162,A162
O600,O600
H811,H811
I101,I10
T009,T009
I214,I214
G430,G430
B349,B349
J22,J22
C19X1,_
I619,I619
P369,P369
I119,I119
J989,J989
N008,N008
K800,K800
A971,_
K291,K291
I109,I10
I509,I509
E100,E100
J209,J209
C19X2,_
J849,J849
T793,T793
I500,I500
O200,O200
K760,K760
T921,T921
R560,R560
Z01201,Z012
I672,I672
J4590,J459
J441,J441
K297,K297
J841,J841
O210,O210
J111,J111
K805,K805
N133,N133
P081,P081
I341,I341
T000,T000
N178,N178
O234,O234
C19X3,_
C19CI,_
C61,C61
K599,K599
G710,G710
S224,S224
E147,E147
E115,E115
J960,J960
P209,P209
I634,I634
N938,N938
A090,A090
J869,J869
C19IP2,_
J449,J449
P073,P073
R570,R570
J069,J069
P618,P618
O751,O751
E876,E876
J068,J068
N131,N131
I499,I499
B181,B181
T784,T784
D649,D649
E881,E881
P368,P368
E111,E111
N179,N179
I670,I670
N832,N832
D619,D619
P239,P239
K566,K566
O230,O230
P831,P831
T814,T814
P031,P031
C19IP3,_
G938,G938
O990,O990
G931,G931
R42,R42
J90,J90
P011,P011
K113,K113
E162,E162
J46,J46
A160,A160
P009,P009
D372,D372
J81,J81
C19HI,_
I610,I610
C19FRP,_
E059,E059
O034,O034
E131,E131
P760,P760
R568,R568
A153,A153
P399,P399
P034,P034
E119,E119
P219,P219
K319,K319
N200,N200
A182,A182
S0290,S0290
A010,A010
K274,K274
D761,D761
Z01212,Z012
P240,P240
L031,L031
S011,S011
H814,H814
T509,T509
I633,I633
J91,J91
R509,R509
I880,I880
P025,P025
G809,G809
I330,I330
A167,A167
K299,K299
G935,G935
T630,T630
O721,O721
S0630,S0630
P551,P551
L039,L039
I209,I209
R54,R54
F064,F064
C19IP1,_
C509,C509
K255,K255
J101,J101
Z0141CL,_
J1899Y95,_
J4500,J450
P080,P080
K720,K720
Z01217,Z012
P038,P038
P051,P051
K750,K750
D70,D70
N049,N049
E43,E43
D509,D509
P008,P008
I635,I635
N185,N185
O364,O364
S2200,S2200
L033,L033
G723,G723
A502,A502
N939,N939
D62,D62
E145,E145
G038,G038
K631,K631
C539,C539
O998,O998
E110,E110
O470,O470
K810,K810
E039,E039
K290,K290
C20,C20
Z01219,Z012
O996,O996
S021,S021
I248,I248
N19,N19
Z390,Z390
F313,F313
O244,O244
T300,T300
L88,L88
T940,T940
P030,P030
J683,J683
P128,P128
N700,N700
I210,I210
E871,E871
N300,N300
P249,P249
L032,L032
K279,K279
J36,J36
I678,I678
J039,J039
I259,I259
N289,N289
M5410,M5410
G459,G459
I200,I200
I250,I250
L022,L022
M5327,M5327
I698,I698
N000,N000
M545,M545
Q899,Q899
K567,K567
G442,G442
O993,O993
Z01204,Z012
Z01220,Z012
C629,C629
G403,G403
D151,D151
I638,I638
G009,G009
G700,G700
N61,N61
K746,K746
J392,J392
H810,H810
K801,K801
G439,G439
J961,J961
G934,G934
K831,K831
K804,K804
K30,K30
K318,K318
C920,C920
K272,K272
K590,K590
A86,A86
G409,G409
M968,M968
N009,N009
A379,A379
C793,C793
Q282,Q282
A972,_
P221,P221
I251,I251
P001,P001
Z01209,Z012
E105,E105
A499,A499
S098,S098
A161,A161
K271,K271
P582,P582
N059,N059
K768,K768
Z0091,_
E784,E784
D480,D480
O410,O410
H669,H669
K830,K830
J988,J988
I693,I693
I099,I099
C719,C719
M4726,M4726
D500,D500
P012,P012
J939,J939
K219,K219
A168,A168
G450,G450
K270,K270
A418,A418
K729,K729
I64,I64
J40,J40
C19IP4,_
C163,C163
D487,D487
Z010A,_
I255,I255
O039,O039
I609,I609
K769,K769
E780,E780
G20,G20
T252,T252
P285,P285
Z01211,Z012
S097,S097
O268,O268
K573,K573
C349,C349
F209,F209
K137,K137
M0699,M0699
N039,N039
O150,O150
D430,D430
A062,A062
I48,I48
N170,N170
K85,K859
K579,K579
P968,P968
I600,I600
P360,P360
E02,E02
N132,N132
I618,I618
O069,O069
N139,N139
S913,S913
I420,I420
K904,K904
N201,N201
R571,R571
Z01213,Z012
D539,D539
G448,G448
S0660,S0660
A063,A063
M511,M511
C692,C692
P60,P60
E140,E140
P071,P071
I608,I608
C760,C760
O429,O429
P023,P023
D638,D638
P398,P398
A085,A085
Z0168,Z016
O141,O141
G401,G401
K250,K250
C765,C765
T210,T210
S099,S099
Z01216,Z012
F100,F100
I679G468,_
G900,G900
E861,E86
N450,N450
A89,A89
O149,O149
M940,M940
K808,K808
H46,H46
F312,F312
S0650,S0650
F203,F203
I674,I674
P015,P015
C220,C220
O366,O366
P598,P598
L038,L038
P593,P593
A150,A150
F451,F451
G259,G259
S0210,S0210
E101,E101
Z01214,Z012
M7999,M7999
C795,C795
K710,K710
C189,C189
N12,N12
E130,E130
I129,I129
A413,A413
Z01208,Z012
K802,K802
M4302,M4302
E748,E748
C786,C786
N47,N47
T620,T620
