raw_code,mapped_code
66987,1341
66987,1371
99460,_
90935,3995
47562,5123
59514,7499
77401,_
11441,8630
96408,9925
59513,7499
90375,_
NSD01,_
58300,6970
MCP01,_
C19T1,_
11402,8630
C19X1,_
58561,6829
C19T2,_
59409,7359
59409,7360
19182,8534
31575,3142
93510,3722
52337,5522
52337,5600
52337,5631
52337,5732
52337,5980
63266,340
22843,7859
99246,8909
99246,9059
C19T3,_
65782,1689
45378,4525
45378,4685
57452,7021
58558,6816
58558,6829
58558,6909
60240,640
58562,9816
90945,3995
90945,5498
20610,8191
20610,8192
20610,8394
20610,8396
44970,4701
59812,6902
65780,1689
66761,1212
77418,_
50590,9851
89221,8909
89221,9041
58600,6639
67031,1693
59870,6909
66821,1364
36825,3993
45112,4840
45112,4850
56740,7124
ANC01,_
25575,7932
21550,8321
19120,8521
47765,5499
60280,670
21315,2171
58120,6909
11000,8628
44950,4709
46910,4939
C19AT1,_
47600,5122
65426,1132
19162,8543
19162,8544
P0000,_
96450,331
96450,9925
58150,6561
58150,6849
57545,6740
57545,7079
59151,6563
24530,7901
36450,9901
67110,1459
31500,9604
12002,8659
FP001,_
76942,_
66762,1239
92982,66
44320,4610
60001,601
44960,4709
58100,6711
58100,6813
41800,2400
43258,4341
43258,4530
43258,4533
43244,4233
43244,4341
19240,8543
19240,8544
55700,6011
11043,8345
11043,8628
31231,2121
54332,5845
54332,5849
22554,8051
22554,8129
92980,3606
60210,639
27244,7935
12001,8659
38220,4131
11403,8630
43235,4513
50040,5501
50040,5502
45100,4923
27236,7935
20680,294
20680,7860
20680,9788
12041,8659
28415,7939
25525,7819
25525,7932
25525,7979
68720,981
32405,3326
43268,5293
12004,8659
36430,9903
36430,9971
47000,_
11042,8628
77421,_
46275,4911
46275,4912
43239,4514
21445,7676
11041,8628
66830,1214
66830,1364
66830,1365
47420,5104
47420,5151
42215,2762
27750,7906
33207,3776
33207,3780
67800,821
28820,8411
89222,8909
89222,9041
19160,8523
66985,1372
25574,7932
27530,7906
66982,1330
66982,1371
27880,8415
17000,8630
52240,5732
52240,5749
52240,5831
36821,3929
36011,3893
45382,4523
45382,4543
58200,4011
58200,6561
58200,6849
47570,5132
63030,309
63030,7789
63030,8051
58210,4030
58210,6561
58210,6869
44144,4579
44144,4610
44144,4613
C19IP2,_
47510,5198
31530,3142
31530,9814
45380,4525
52310,5700
52310,5732
56501,7180
77261,_
28805,8332
12034,8659
93555,8850
19101,8511
21930,8339
26121,8235
26121,8662
26121,8684
11011,8302
11011,8309
11011,8339
11011,8345
11011,8628
11011,9820
44340,4643
27245,7935
27125,8152
42500,2649
55530,6310
75757,9512
AO60,_
58120,7360
59409,6909
58120,7359
58145,6829
67121,1460
23515,7929
23515,7939
16010,8628
16010,9357
45385,4523
45385,4542
45385,4543
27886,8415
12011,8659
67105,1455
21557,8339
36488,3893
65222,9821
C19IP1,_
44143,4575
36450,4610
44143,9901
36450,4575
44143,4610
11406,8630
49505,5300
49505,5310
43215,9802
11012,7710
11012,7760
11012,8302
11012,8309
11012,8339
11012,8345
11012,8628
11012,9820
49507,5300
49507,5310
60271,639
60271,650
11044,7760
11044,8345
11044,8628
67228,1425
49000,5411
49000,5423
58345,6999
58345,8782
46260,4946
40700,2754
11040,8628
31090,2253
62223,233
69631,1940
66984,1330
66984,1371
CR466,_
XZ370,_
NI85,_
66850,1341
49521,5300
49521,5310
11440,8630
52235,5732
52235,5749
52235,5831
45114,4590
45114,4869
12013,8659
31579,3142
52601,5732
52601,5810
52601,5850
52601,5860
52601,6029
52601,6094
52601,6373
52601,8929
20605,8192
20605,8396
29065,9353
11426,8630
47721,4439
47721,5132
C19IP4,_
36430,7860
20680,9971
36430,294
36430,9788
20680,9903
66170,1264
66170,1269
52450,6000
93556,3956
93556,8843
93556,8857
43234,4513
93508,3639
93508,3721
44603,4673
44120,4562
44603,4563
44120,4590
44388,4525
28510,7908
67250,1287
C19PP1,_
44050,4680
C19CI,_
50200,5523
59814,6959
C19X2,_
23600,7901
77761,_
77781,_
43255,4233
43255,4443
BZ441,_
93543,8857
49587,5341
90935,5349
49587,3995
90935,5341
49587,5349
58952,5440
58952,6529
58952,6561
67036,1474
28001,8303
25600,7902
41830,2450
43239,4685
45378,4514
43239,4525
27605,8311
29450,9353
49585,5341
49585,5349
20605,8191
20605,8394
38745,4023
26145,8233
44140,4572
44140,4590
57155,6999
77761,7091
57155,_
77761,6999
57155,7091
58140,6829
67052,1370
67052,1474
21555,8630
44377,4514
42700,2800
67051,1474
67051,1475
39501,3482
C19X3,_
51550,5760
46255,4946
46280,4911
46280,4912
46280,4993
27603,7710
27603,8302
11422,8630
67041,1474
67041,1490
42415,2929
42415,407
35903,3868
57454,6712
57454,7021
46750,4979
59411,7252
58960,4030
58960,5419
58960,5423
58960,5425
58960,5440
45379,4523
45379,9804
43843,4495
67924,844
C19IP3,_
67210,1454
68115,1031
38500,4011
59612,7360
59612,7759
67027,1472
67027,1479
43265,5188
67025,1471
67025,1475
23650,7971
79005,_
20670,7860
27524,7936
59136,6839
59136,7430
42825,2820
50610,5620
29848,8043
29075,9353
27506,7815
27506,7925
27506,8152
10120,8605
53852,6021
53852,6097
51010,5711
26727,7819
29085,9353
49080,5425
58661,6561
58661,6639
29058,9353
24530,9359
29058,7901
24530,9353
29058,9359
12044,8659
31525,3142
49522,5300
49522,5310
62074,_
57520,6720
57520,6739
57520,6769
57520,6909
32020,3409
10060,8604
60220,620
58300,7360
59409,6970
58300,7359
67921,842
21360,7672
46935,4949
27637,7767
27637,7807
27048,7769
58720,6561
61546,124
27759,7936
50783,5674
65235,1200
55535,6310
19200,8545
19200,8546
19180,8541
67825,891
28485,7937
38770,4030
22305,353
66710,1273
66710,1274
11423,8630
49021,5491
25400,7843
28810,8411
11442,8630
08991,_
LT028,8628
11000,_
08991,8628
LT028,_
27187,7855
45300,4824
47563,5123
47563,8753
58740,6589
67050,1343
66985,1474
67050,1372
66985,1343
67050,1474
43264,5188
43264,5294
11721,8630
58925,6529
58120,6813
58100,6909
58120,6711
25490,7813
42145,2769
26055,8301
11400,8630
ANC02,_
47605,5122
47605,8753
29345,9353
67010,1471
35082,3844
35082,3952
26770,7974
24600,7972
44392,4542
76360,8838
11750,8623
47564,5123
47564,5151
27590,8417
11308,8609
27752,7906
22802,8129
15757,8660
CR038,_
61315,124
61315,125
58700,6651
19100,8511
57250,7052
57250,7071
14040,8689
14040,9357
16010,8689
14040,8628
25560,7902
44005,5459
52332,5732
52332,5980
15740,8670
54161,6400
61312,124
61312,125
27071,7785
11011,7789
27071,8302
27071,8339
27071,8628
23490,7851
27295,8418
21501,8604
28825,8411
44204,1739
44204,4590
60100,611
58600,7360
59409,6639
58600,7359
49509,5300
49509,5310
11626,8630
66160,1265
26160,8221
44187,4620
27880,8628
11043,8415
27880,8345
54520,6230
54520,6270
12002,8345
24515,7931
23550,7981
42440,2630
33025,3712
27047,7769
33426,3512
33426,3524
33426,3961
32663,3241
64727,449
22310,353
43235,4685
45378,4513
43235,4525
64721,460
64721,479
42820,2830
20225,7745
20225,7749
28020,8018
28020,7710
28020,8302
28020,8345
28020,9820
11012,8018
28020,8309
28020,7760
28020,8339
28020,8628
55110,6100
25065,8321
43200,4223
29826,8021
29826,8041
29826,8181
65815,1291
65815,1292
33534,3612
27592,8417
43820,4439
20520,8302
28465,7937
27331,8016
27331,8036
27331,9829
31225,2220
27502,7905
65805,1291
27310,8016
37607,3953
15120,8669
15120,9357
16010,8669
15120,8628
49215,5440
27080,7789
59525,6839
59525,6840
49525,5300
49525,5310
43825,4400
43825,4439
46922,4939
44300,4610
45384,4523
45384,4542
45384,4543
50961,5600
50961,5631
50961,8773
50961,9646
50961,9649
38510,4011
25611,7912
12042,8659
58260,6859
42804,2912
67961,8671
67961,884
92981,3606
41850,2440
23500,7909
11443,8630
90935,9971
36430,3995
90935,9903
75989,8839
28005,7719
49651,5300
49651,5421
65210,1200
65210,9822
CC780,_
15350,8669
15350,8544
19240,8669
15350,8543
44310,4620
41825,2440
19020,8500
NONE,_
14060,8689
60225,620
19110,8599
33533,3611
65772,1179
27894,407
27894,8314
27894,8345
59120,6549
58951,4030
58951,5440
58951,6529
58951,6561
58951,6849
12032,8659
28043,8630
61592,124
61592,299
61592,7739
67840,820
67840,889
27808,7909
11642,8630
67040,1424
67040,1474
43250,4233
43250,4341
43250,4530
76095,9230
44005,6849
58150,5459
44005,6561
15240,8669
21920,8321
26951,407
26951,8401
27323,8321
41823,2440
51065,5719
51065,5995
57500,6712
61313,124
61313,125
27664,8364
27784,7817
27784,7926
27784,7936
42810,2920
47610,5122
47610,8753
12051,1840
12051,2181
12051,2751
12051,8659
12051,881
27470,7845
53415,5849
27823,7819
2AW19,7936
27823,_
2AW19,7819
27823,7936
2AW19,_
20600,8191
20600,8192
20600,8394
20600,8396
38720,4021
52214,5732
52214,5749
52214,5831
52214,6029
49201,5440
27892,407
27892,8314
27892,8345
28270,8048
11041,8364
28270,8628
11041,8048
28270,8364
58555,6812
11401,8630
27687,8372
41874,2450
17110,8630
21556,8332
27303,7715
27303,7925
11100,8611
74300,8754
74300,8766
35681,3929
43235,4542
52281,5732
52281,5810
52281,5860
52281,8929
68110,1031
43830,4319
11462,8630
79000,_
58120,6829
58120,6816
35011,3843
35011,3952
27607,7710
27607,8345
47612,5122
47600,5136
47612,5151
47612,5136
47600,5151
57260,7051
57260,7052
27372,8016
27372,8628
11043,8016
27372,8345
65755,1164
15574,8670
32655,3221
44147,4579
33430,3524
33430,3961
26116,8222
19000,8591
31622,3324
43262,5185
11730,8623
12047,8659
46060,4873
46060,4901
46060,4911
46060,4912
46060,4993
99432,9929
99460,9933
99432,9959
40702,2754
27507,7935
55040,6310
52000,5732
25530,7902
66172,1264
66172,1269
66172,9928
54152,6400
32002,3404
32002,3491
29405,9353
41115,2592
27792,7817
27766,7936
27792,7819
27766,7929
33212,3781
44394,4542
44208,1739
44208,4594
44208,4610
60254,4040
60254,640
26215,7769
26215,7809
61700,3951
38700,4029
49500,5300
49500,5310
49500,6310
44322,4525
44322,4610
31603,3110
65103,1642
67966,824
67966,8671
75665,8841
27535,7817
27535,7936
43246,4311
56405,7109
24546,7842
24546,7931
58700,5423
49000,6651
58700,5411
36568,3893
14300,8689
24516,7840
11012,7931
24516,8444
24516,7760
24516,8309
24516,8345
24516,9820
11012,7840
24516,7931
11012,8444
24516,7710
24516,8302
24516,8339
24516,8628
61320,124
61700,125
61320,3951
61700,124
61320,125
29889,8145
42420,2632
42420,407
59513,9971
36430,7499
59513,9903
11010,8628
11010,9820
28046,8349
24075,8339
27618,8630
33206,3776
33206,3780
54530,6230
27560,7979
46612,4921
46612,4931
24635,7939
P0001,_
99093,_
25900,8405
12001,8345
27513,7815
11012,7935
27513,7710
27513,8302
27513,8339
27513,8628
21390,1689
21390,7679
08002,_
37023,_
IN390,_
15738,8332
15738,8382
15738,8669
11720,8627
11420,8630
50230,3807
50230,4029
50230,5551
50230,5641
11470,8630
24500,7901
19366,8570
46270,4911
46270,4912
69020,1809
58545,6829
96408,9971
36430,9925
96408,9903
41821,2460
57460,6739
57460,7021
20692,7810
23660,7981
65855,1689
33015,3712
60252,4040
60252,639
60252,640
27786,7906
23616,7931
23616,8444
31625,3324
27410,_
11404,8630
44604,4675
27130,8151
21015,8339
25500,7902
43261,8753
47605,5214
43261,5122
43261,5214
45383,4523
45383,4542
45383,4543
50060,5501
40654,2759
40654,8309
40654,8345
40654,9820
11011,2759
40654,8302
40654,8339
40654,8628
28810,7760
28810,8309
28810,8345
28810,9820
11012,8411
28810,7710
28810,8302
28810,8339
28810,8628
63016,309
31536,3143
77781,7091
10140,8604
38525,4011
41805,2499
35141,3848
35141,3952
26685,7984
26685,7989
27652,8149
11011,8388
27652,8302
27652,8339
27652,8628
41520,2559
23620,7901
52612,6029
65285,1159
65285,1289
41009,2700
25620,7932
27827,7817
27827,7936
75630,8842
50948,5674
27220,7905
43840,4442
43840,4461
50075,5501
69970,7769
12015,8659
42220,2762
24685,7932
27327,8630
44205,1739
44205,4562
44205,4593
49495,5300
49495,5310
49495,6310
50392,5512
77432,_
49560,5351
49560,5361
49010,5411
49010,5423
46050,4901
28090,8339
67108,1449
67108,1459
25670,7973
37204,3880
25270,8388
15736,8332
15736,8382
15736,8669
15732,8332
15732,8382
15732,8669
65400,1149
43243,4233
38542,4021
CR030,_
28470,7907
27511,7815
27511,7935
37618,3880
36800,3993
27792,7936
20690,7810
20690,8345
27610,8017
43632,4370
47620,5122
47620,5151
47620,5183
47620,8754
96567,9983
61793,9233
37202,3893
37202,9929
38505,4011
27828,7817
29345,7936
27828,9353
29345,7817
27828,7936
67312,1530
56440,7123
36450,6849
58150,9901
36450,6561
69433,2001
15240,7760
15240,8309
15240,8345
15240,9820
11012,8669
15240,7710
15240,8302
15240,8339
15240,8628
33208,3772
33208,3780
26357,8251
16035,8609
28825,7760
28825,8309
28825,8345
28825,9820
28825,7710
28825,8302
28825,8339
28825,8628
50500,5581
20650,5423
39900,7810
27752,7860
49000,9344
20650,_
39900,7906
27752,5411
20650,7810
39900,7860
27752,9344
49000,_
20650,7906
39900,5411
27752,5423
49000,7810
20650,7860
39900,9344
27752,_
49000,7906
20650,5411
39900,5423
27752,7810
49000,7860
20650,9344
39900,_
11752,8623
21935,8339
21045,7769
11640,8630
23665,7971
11765,8623
CR468,_
36450,4590
44140,9901
36450,4572
11307,8609
58950,5440
58950,6529
58950,6561
47015,5091
50081,5503
50081,5504
50081,5521
50081,5980
67445,1601
26910,8401
26910,8403
AT941,_
12014,8659
28003,8314
45338,4524
45338,4542
45338,4543
63704,352
26615,7923
11042,7933
26615,8628
11042,7923
26615,7933
59120,9971
36430,6549
59120,9903
69642,1860
31500,1930
69642,1940
31500,2049
69642,2099
31600,3121
27328,8332
14041,8689
26356,8251
29075,8286
26356,9353
29075,8251
26356,8286
52318,5700
61333,1609
