raw_code,mapped_code
89221,8909
89221,9041
99432,9929
99432,9933
99432,9959
89222,8909
89222,9041
90935,3995
99460,_
FP001,_
12001,8659
MCP01,_
ANC01,_
11000,8628
23500,7909
12011,8659
10180,8604
NSD01,_
P0000,_
59409,7359
59409,7360
12002,8659
10060,8604
96408,9925
50590,9851
26951,407
26951,8401
58120,6909
66821,1364
66761,1212
75757,9512
66984,1330
66984,1371
11100,8611
11308,8609
21930,8339
36488,3893
77418,_
77401,_
38500,4011
77261,_
55530,6310
19100,8511
65426,1132
66170,1264
66170,1269
11770,8621
58300,6970
45378,4525
45378,4685
43239,4514
25110,8331
66987,1341
66987,1371
11303,8609
11312,8609
11040,8628
27610,8017
28001,8303
67800,821
47562,5123
58345,6999
58345,8782
24530,7901
29065,9353
19120,8521
16010,8628
16010,9357
59514,7499
58600,6639
47600,5122
59513,7499
65780,1689
65285,1159
65285,1289
65222,9821
59812,6902
11043,8345
11043,8628
58100,6711
58100,6813
76942,_
ANC02,_
99246,8909
99246,9059
77421,_
45385,4523
45385,4542
45385,4543
11750,8623
43235,4513
FE142,_
67210,1454
66762,1239
65210,1200
65210,9822
26600,7903
29075,9353
11404,8630
43255,4233
43255,4443
12013,8659
36825,3993
43260,5110
52310,5700
52310,5732
41800,2400
11444,8630
11044,7760
11044,8345
11044,8628
25600,7902
25520,7902
25520,7979
45355,4522
31231,2121
90375,_
36821,3929
36430,9903
90935,9971
36430,3995
90935,9903
36430,9971
59401,7359
59401,8908
59401,9059
59401,9449
59401,9938
45380,4525
38300,4000
67228,1425
28124,7789
AO99,_
AO99E861,_
59411,7252
58300,7360
59409,6970
58300,7359
11400,8630
P0001,_
23650,7971
10140,8604
28002,8314
29358,9353
11403,8630
65782,1689
20610,8191
20610,8192
20610,8394
20610,8396
11440,8630
43259,8874
57510,6732
26115,8630
43243,4233
21556,8332
69420,2009
31231,2080
69420,2121
31231,2009
69420,2080
45384,4523
45384,4542
45384,4543
54112,6420
54112,6449
21015,8339
35190,3953
59100,6800
59100,7491
11402,8630
45383,4523
45383,4542
45383,4543
44005,5459
58150,6561
58150,6849
68115,1031
65093,1631
11450,8630
36832,3800
36832,3942
19020,8500
43234,4513
36830,3993
44960,4709
11720,8627
59612,7360
59612,7759
41252,2551
11042,2752
41252,8628
11042,2551
41252,2752
11042,8628
11041,8628
11443,8630
24076,8332
12014,8659
12042,8659
25077,8349
40510,2743
40510,2759
11730,8623
31515,3142
67010,1471
11012,7710
11012,7760
11012,8302
11012,8309
11012,8339
11012,8345
11012,8628
11012,9820
65855,1689
26117,8229
26587,7739
58558,6816
58558,6829
58558,6909
19240,8543
19240,8544
42825,2820
47605,5122
47605,8753
65730,1164
57452,7021
46250,4946
43258,4341
45383,4530
43258,4533
43258,4542
67027,1472
67027,1479
14040,8689
14060,8689
67108,1449
67108,1459
28825,8411
28470,7907
20605,8191
20605,8192
20605,8394
20605,8396
25111,8221
53852,6021
53852,6097
27650,8388
41874,2450
11401,8630
66825,1699
65860,1693
HH259,1371
66984,_
HH259,1330
HH259,_
43235,4685
45378,4513
43235,4525
96450,331
96450,9925
31575,3142
42720,2800
11010,8628
11010,9820
69145,1829
92981,3606
27880,8415
11311,8609
55700,6011
42815,2920
26418,8286
44950,4709
36145,3895
49507,5300
49507,5310
61312,124
61312,125
27750,7906
27560,7979
26952,407
26952,8401
12004,8659
11302,8609
11313,8609
31525,3142
65400,1149
26116,8222
11424,8630
65273,1060
67700,809
26011,7719
32002,3404
32002,3491
29425,9353
27615,8349
ZZ370,_
16040,8630
16040,9357
67025,1471
67025,1475
31541,3009
31541,3143
93510,3722
65850,1254
25075,8630
57522,6732
40525,2743
40525,2759
28005,7719
93545,8857
27538,7009
49060,5419
28810,8411
35876,3800
35876,3949
34471,3805
34471,3893
21555,8630
58700,6651
12005,8659
20680,294
20680,7860
20680,9788
11406,8630
64727,449
10120,8605
29405,9353
28008,8314
29085,9353
43215,9802
66250,1283
29345,9353
46255,4946
67966,824
67966,8671
65235,1200
27328,8332
14020,8689
14300,8689
68330,1049
52317,5700
67005,1471
43247,9803
88174,8838
88174,9199
68440,951
67227,1422
67915,841
12051,1840
11042,2181
12051,2751
11042,8659
12051,881
27630,8381
15820,870
38505,4011
45330,4525
66982,1330
66982,1371
65805,1291
26160,8221
62270,331
27250,7975
66172,1264
66172,1269
66172,9928
58943,4011
58943,5423
58943,5440
58943,6551
58943,6651
26055,8301
21029,7639
25120,7763
28490,7908
26210,7769
27506,7815
27506,7925
27506,8152
46060,4873
46060,4901
46060,4911
46060,4912
46060,4993
26952,7760
26952,8309
26952,8345
26952,9820
11012,407
26991,8115
19160,8523
64704,479
CR468,_
41110,2510
49080,5425
43239,4542
61156,124
61156,139
49553,5329
49553,5339
19200,8545
19200,8546
28270,8048
28270,8364
15574,8670
43202,4224
27049,8339
49525,5300
49525,5310
28820,8411
28820,8345
67051,1474
67051,1475
35903,3868
14000,8689
36568,3893
20520,8302
11462,8630
42420,2632
42420,407
64721,460
64721,479
41100,2501
27047,7769
49000,5411
49000,5423
11403,9820
11010,8630
11403,8628
11470,8630
NSD01,7360
59409,_
NSD01,7359
54115,6492
54115,9824
26720,7904
28043,8630
60240,640
60225,620
21060,7650
46258,4873
46258,4912
46258,4939
46258,4946
17100,8630
57210,7071
46260,4946
19162,8543
19162,8544
25620,7932
30310,9812
54520,6230
54520,6270
50080,5503
50080,5504
50080,5521
50080,5980
24500,7901
21501,8604
43880,4463
23515,7929
23515,7939
57200,7071
14041,8689
60252,4040
60252,639
60252,640
60280,670
10160,8601
62223,233
11423,8630
56605,7111
21462,7676
44144,4579
44144,4610
44144,4613
41820,2431
58720,6561
47610,5122
47610,8753
12052,1840
12052,2181
12052,2751
12052,8659
12052,881
23076,8332
55041,6310
58140,6829
69020,1809
49585,5341
49585,5349
47563,5123
47563,8753
44970,4701
52000,5732
52601,5732
52601,5810
52601,5850
52601,5860
52601,6029
52601,6094
52601,6373
52601,8929
11000,7860
42440,2630
27301,8303
27535,7817
27535,7936
41823,2440
38525,4011
41821,2460
57135,7033
26740,7904
20600,8191
20600,8192
20600,8394
20600,8396
25076,8332
52275,5732
52275,5850
31600,3121
22900,5430
46320,4946
66940,1359
08003,_
70392,_
58200,4011
58200,6561
58200,6849
49505,5300
49505,5310
31256,2219
30905,2102
30905,2103
15822,870
93556,3956
93556,8843
93556,8857
23075,8630
29876,8076
62360,390
28304,7738
MCPO1,_
55821,3998
55821,5850
55821,6030
55821,6373
55821,8929
20670,7860
43760,9702
CKDV,_
23065,8321
66986,1370
25350,7733
64722,449
31579,3142
42145,2769
27814,7936
12032,8659
47564,5123
47564,5151
11760,8689
49201,5440
19366,8570
19366,8544
19240,8570
19366,8543
12031,8659
OZ392,_
12007,8659
25545,7932
69200,1802
57500,6712
11422,8630
27345,8339
68320,1044
68320,1049
67031,1693
15740,8670
67041,1474
67041,1490
67040,1424
67040,1474
67050,1343
67050,1474
67840,820
